"state","county","Latitude","Longitude","case.pAug","case.pSep","case.pOct","case.pNov","case.pDec","case.pJan","vacJul","vacAug","vacSep","vacOct","vacNov","vacDec","dethAug","dethSep","dethOct","dethNov","dethDec","dethJan","dethFeb","CountyId","State","TotalPop","Men","Women","Hispanic","White","Black","Native","Asian","Pacific","VotingAgeCitizen","Income","IncomeErr","IncomePerCap","IncomePerCapErr","Poverty","ChildPoverty","Professional","Service","Office","Construction","Production","Drive","Carpool","Transit","Walk","OtherTransp","WorkAtHome","MeanCommute","Employed","PrivateWork","PublicWork","SelfEmployed","FamilyWork","Unemployment","logd","vaxx0"
"AL","Lowndes",32.1597283,-86.65158371,0.0170676537117006,0.00668311741723215,0.00524367674275139,0.000719720337240382,0.0398930701213243,0.0432860374254575,29.0972650627185,30.7423401192679,36.1813695249846,40.952087188978,43.0392761669751,44.3039276166975,0,51.4085955171705,41.1268764137364,41.1268764137364,0,0,41.1268764137364,1085,"Alabama",10362,4896,5466,0.7,24.3,74.4,0.1,0,0,7973,29785,4076,18976,2109,30.2,48.4,23,17.4,21.6,11.5,26.5,84.4,11.1,0.4,0.3,1.9,1.8,30.3,3533,79.3,16.4,3.4,0.9,11.2,3.94174869698892,-0.0762161043775806
"AL","Macon",32.38759944,-85.69267724,0.0168253265441665,0.0114013725924286,0.00796989152092095,0.00232455169360196,0.0352557006862962,0.0401261899490812,30.2025680761567,31.8242196147886,35.9143236661501,40.0265663050697,42.1906132388754,43.6240867832632,11.0692937790569,22.1385875581138,27.6732344476422,5.53464688952845,27.6732344476422,5.53464688952845,27.6732344476422,1087,"Alabama",19358,8933,10425,1.6,15.5,81.5,0.2,0.2,0,15760,32308,2946,19564,1121,25.9,39.3,29.4,24,19.5,7.6,19.6,79.3,10.6,1,6.2,1.4,1.6,22.5,7348,77.7,17.3,4.8,0.2,14.5,3.10182895828798,-0.0653973094223743
"AL","Madison",34.76327133,-86.55069633,0.0211150709690568,0.0124239425704394,0.00345392575668596,0.00261189727252492,0.0354107838641599,0.0548471611036473,40.7225355247527,42.3859440238771,47.2015960998528,51.7541813150125,54.0536699301975,55.7822417801662,5.36323875261793,24.1345743867807,16.6260401331156,7.24037231603421,8.84934394181959,11.5309633181286,19.0394975717937,1089,"Alabama",353213,172568,180645,4.7,65.1,24,0.6,2.5,0.1,265022,61318,1430,34232,709,13.6,20,46.3,15.2,21.6,6.4,10.5,87.7,6.3,0.2,0.8,1.5,3.4,21.3,169756,76.3,19,4.5,0.2,6.5,3.18778030721949,0.0402199346685114
"AL","Marengo",32.24767634,-87.78796182,0.0225838943964375,0.00869426920426231,0.00514234215130149,0.000901235222393049,0.0215236176642104,0.0459099825054339,28.8183215819329,30.2178868684727,35.784339712665,47.2194242697344,49.7534856597572,50.6759264167948,15.9041509834067,79.5207549170333,26.5069183056778,15.9041509834067,0,5.30138366113556,47.71245295022,1091,"Alabama",19743,9235,10508,0.4,45.1,54.1,0.1,0,0,15131,32255,3045,22996,3092,25.6,36.5,29.6,17.6,20.5,11.4,20.9,88,5.7,0,1.2,2.3,2.8,25.5,6645,77.6,17.1,4.5,0.8,12.8,4.37727479902726,-0.0814606368855333
"AL","Marion",34.13697363,-87.88704173,0.0257497727961224,0.0168635766939311,0.0143054293311791,0.00373624154296678,0.0216769329159514,0.0622370325490592,21.9024538018782,22.6463361270995,26.3859436534384,31.3743310108048,33.1953280150796,34.1142414756471,10.0979501161264,43.7577838365478,10.0979501161264,13.4639334881686,6.73196674408428,20.1959002322529,16.8299168602107,1093,"Alabama",30058,14880,15178,2.5,91.9,3.2,0.4,0.3,0,23525,35719,2063,21835,1411,17.6,24.1,25.6,16.4,23.7,11.6,22.8,85.3,10.1,0,0.5,1.6,2.4,23.2,11899,77.6,15.8,6.2,0.4,5.5,3.78095221359067,-0.157176144299265
"AL","Marshall",34.36975964,-86.30486727,0.0300183933701201,0.0148180296360593,0.00517701035402071,0.00250067166800999,0.0232707132080931,0.0613284559902453,25.2206171079009,26.511253022506,30.9680286027239,38.4845103023539,40.7123814247629,41.9224171781677,14.4666956000579,32.0333974001281,26.8667204001075,10.3333540000413,5.16667700002067,22.7333788000909,22.7333788000909,1095,"Alabama",94738,46771,47967,13.3,81.8,2.2,0.5,0.6,0.1,65777,41104,1311,22710,717,21,34.1,28.3,15.6,22.1,13.1,20.9,84.8,10.8,0.3,1.3,0.4,2.4,23.9,38456,79.2,13.5,7.2,0.2,6.5,3.46989590672632,-0.1185269753452
"AL","Mobile",30.78472347,-88.20842409,0.0327460613247501,0.00727233126013407,0.00431257713995303,0.00227487234094045,0.0411292079088115,0.0479804457781757,27.4371385010043,28.8947508530771,34.8307156167566,41.635003993127,43.868493018078,45.4398489871978,40.4152852060695,54.9357469567532,22.264708017715,7.50223857118656,3.14610004598146,15.7305002299073,24.926792672007,1097,"Alabama",414328,197968,216360,2.8,57.5,35.2,0.6,1.9,0,309967,45802,1034,24347,428,19.3,29.3,32.3,17.7,25.5,9.9,14.7,86.1,7.4,0.5,1.1,0.8,4.1,24.8,173195,82,13.1,4.6,0.2,7.5,4.00798291877815,-0.0946919970394887
"AL","Monroe",31.56729412,-87.36995001,0.0365600733130758,0.013070949693725,0.00337626006848984,0.00192929146770848,0.0329426518111224,0.0571552597308639,24.8299811894082,26.2624801041817,31.0567694014373,37.3076737568128,39.5938841460474,40.654994453287,9.64645733854242,67.5252013697969,38.5858293541697,4.82322866927121,0,14.4696860078136,38.5858293541697,1099,"Alabama",21745,10355,11390,1.3,54.5,40.8,1.3,0.5,0,16664,26036,3726,17264,1295,33.7,43.5,28.7,18.5,20.1,14.2,18.5,91.1,3.6,0.3,1.2,1.1,2.7,24.7,6154,75.9,18.9,5.2,0,21.6,4.21398071490413,-0.121014704528443
"AL","Montgomery",32.2206831,-86.20969272,0.0200144821313459,0.00841994648675856,0.00238866861527864,0.00144379785063978,0.045053557394276,0.0409252669039146,31.5860582994092,33.7486643766061,38.3114188073435,43.8521586323216,46.4209708326342,48.4837914926309,5.29834073629275,19.8687777610978,30.4654592336833,12.3627950513498,6.62292592036594,7.064454315057,21.193362945171,1101,"Alabama",227120,107470,119650,3.4,35.2,57.1,0.1,2.4,0,167305,46545,1309,26712,610,20.8,32.1,36.8,18.7,24.5,5.6,14.4,84.8,9,0.7,1.4,0.7,3.4,20.3,100874,73.7,21.8,4.4,0.1,7.6,2.99416994180396,-0.0461528618041994
"AL","Morgan",34.45500589,-86.85475946,0.0256770193601217,0.0145723142740163,0.0140208390778666,0.00417784239507349,0.034793071466172,0.0743823060018884,28.0425137242123,29.1972693622106,32.6172511468177,37.2872433760309,39.2499937332364,40.3454240092247,6.68454783211758,35.929444597632,34.2583076396026,19.218075017338,15.8758011012793,19.218075017338,25.9026228494556,1103,"Alabama",119157,58761,60396,8,76.4,12.3,0.5,0.7,0,88176,47529,1678,25013,822,16.6,24.6,30.3,16.2,23.5,10.9,19,89.7,7.1,0.1,0.8,0.8,1.5,24.1,50611,81.9,12.8,5,0.3,6.5,3.58433650964347,-0.0916668119481542
"AL","Perry",32.64048341,-87.29770589,0.0198363778998095,0.00650005603496584,0.00459486719713101,0.000784489521461373,0.0281295528409728,0.0387761963465202,29.2614591505099,30.7631962344503,36.2434158915163,41.8244984870559,43.9314132018379,44.8952146139191,0,100.862938473608,33.6209794912025,0,0,0,33.6209794912025,1105,"Alabama",9680,4630,5050,0.7,29.4,69.6,0.1,0.2,0,7492,22973,3833,13449,1725,41.9,60.8,23.4,21.9,27.3,5.1,22.3,84.7,8.8,0,2,4.3,0.2,26.1,2478,77,19.3,3.8,0,11.8,4.61475350369431,-0.076007543225757
"AL","Pickens",33.28094866,-88.08818103,0.0174611138986453,0.0108379327646763,0.00852985449071753,0.00321123933768189,0.0312594079277471,0.0541896638233818,28.9061716006021,30.5469141996989,35.1881585549423,41.409934771701,44.0742599096839,45.5193176116407,5.01756146512795,65.2282990466633,40.1404917210236,20.0702458605118,15.0526843953838,10.0351229302559,15.0526843953838,1107,"Alabama",20170,9601,10569,4.1,54.1,40.5,0.1,0.1,0,15585,36220,2410,20089,1105,22.9,34.8,22.6,17.4,22.4,12.7,24.9,82.6,10.6,0.9,1.6,0.3,4,29.5,6903,77,18.1,4.6,0.3,12.2,4.17942531218527,-0.0781703635732705
"AL","Pike",31.80396383,-85.9408295,0.0231020112339192,0.012109681705623,0.0110527269432868,0.00311046687201788,0.0274506251132451,0.0410098447786435,23.6727668055807,24.8625958808963,28.5136196170804,35.0908981095609,37.4584767771939,38.5456302470254,15.0993537476596,45.2980612429788,24.1589659962554,6.03974149906384,6.03974149906384,21.1390952467234,24.1589659962554,1109,"Alabama",33287,15897,17390,0.8,56.4,37.9,0.6,2.2,0,25869,35684,2430,20808,1650,26.3,34.4,31.5,16.2,24.4,8.9,18.9,84.6,7.9,0,2.2,0.8,4.6,20.4,14352,76.1,18.2,5.6,0.2,8.7,3.81546940023632,-0.135013546761297
"AL","Randolph",33.29526734,-85.45708831,0.030102983892263,0.0182642373030543,0.00382888830208608,0.00365284746061087,0.0330076577766042,0.0415456385881524,21.6134143121204,22.2427603203943,24.3992606284658,28.518616318986,30.5254819118035,31.2912595722208,44.0102103688056,13.2030631106417,30.8071472581639,13.2030631106417,0,8.80204207376111,22.0051051844028,1111,"Alabama",22530,10998,11532,3,75.3,19.4,0.2,0.2,0.2,17343,39485,3413,20983,1532,18.7,29.7,23.4,13.4,21.1,12.8,29.3,85.5,9.1,0.1,0.4,1,4,26.3,8565,79.4,12.1,8.3,0.1,5.8,2.58799431778145,-0.161211902366317
"AL","Russell",32.28725256,-85.18415324,0.0133020479287797,0.00729801073135383,0.013871396283708,0.0021221165956419,0.0216697434481807,0.0275702627628923,23.1017408257276,24.5130346267318,27.9946860820207,32.1975121202188,34.6388088542296,36.4020634564621,13.8023843618985,8.62649022618657,8.62649022618657,6.90119218094926,3.45059609047463,3.45059609047463,17.2529804523731,1113,"Alabama",58480,28424,30056,5.2,47.8,42.4,0.4,0.7,0.2,42923,38988,2253,21279,873,20.9,29.2,28.7,20.2,25.2,9.4,16.4,86,8.5,0.3,1.4,1.1,2.8,24.1,22959,76.1,20,3.8,0.1,9.7,2.16636325306684,-0.138509159302942
"AL","Saint Clair",33.71902176,-86.31029372,0.0341406738761283,0.0154951291446957,0.0100545178300116,0.00337384931629278,0.0366989900795424,0.0516355349003486,22.1623916346412,23.290731968898,27.0544731432657,33.63683081598,35.4578157118599,36.2878720171597,7.82018053445348,63.6786129234069,31.2807221378139,15.640361068907,7.82018053445348,12.2888551255698,20.1090356600232,1115,"Alabama",86937,43469,43468,2.3,86.2,9.3,0.2,0.8,0,66069,53483,2225,24686,787,13.7,17,28.9,15.7,25.7,12.4,17.2,86.5,8.6,0.1,0.6,1.3,2.9,29.7,38522,83.2,11.1,5.5,0.2,5.8,4.15541791351549,-0.15073218588128
"AL","Shelby",33.26879845,-86.66232561,0.0254568171169764,0.0129718606168065,0.00438213704972854,0.00243911401824512,0.0375053972861986,0.0543357433555962,21.2042149360135,22.2777007101451,25.8059181817347,30.8752331168294,32.4801793277048,33.2371774260227,8.26818311269534,21.1298012879992,16.9957097316515,5.05277856886937,5.51212207513022,7.34949610017363,8.72752661895619,1117,"Alabama",208721,101420,107301,5.8,78.5,11.7,0.2,1.9,0,151940,74063,1255,35330,712,8.3,10.1,44.3,13.7,26.8,7.4,7.7,86.2,7.3,0.1,0.7,0.8,4.9,28,104093,82.2,12.7,4.9,0.3,4.3,3.055405915709,-0.160862498468809
"AL","Sumter",32.59117397,-88.19916205,0.00740323489176792,0.00611571578015611,0.00515007644644726,0.00354067755693248,0.0301762291784019,0.0506155950752394,30.9085056731311,32.2362597569808,36.1631930473968,42.4237547276092,44.8298060674338,46.5035809125292,8.04699444757383,16.0939888951477,16.0939888951477,24.1409833427215,8.04699444757383,8.04699444757383,16.0939888951477,1119,"Alabama",13084,6033,7051,0.3,24.6,70.7,0.5,3,0,10220,21663,1677,14739,1110,36,47.4,25.5,26.9,22.6,4.9,20.1,87.4,7.3,0.3,3.1,0.1,1.8,26.1,4353,73.4,23.6,3,0,13.4,2.784640117525,-0.0612769080004523
"AL","Talladega",33.37823223,-86.16886178,0.030595913876316,0.0221685963640001,0.00615169171522167,0.00307584585761084,0.0353722273625247,0.0587786641326365,21.0970516892145,22.2511190577409,25.9008727400035,31.5961889519618,33.129110505389,34.0881242341644,7.50206306734352,67.5185676060917,47.5130660931756,16.2544699792443,10.002750756458,15.004126134687,38.7606591812749,1121,"Alabama",80888,39140,41748,2.2,63.1,32.1,0.3,0.6,0,62314,39219,2277,21382,723,19.3,28.8,28.6,16.3,22.2,10.4,22.5,83.7,10.3,0.5,1.6,1.2,2.6,24.8,30937,79,15.9,4.9,0.3,10,4.21388261406354,-0.161128314992851
"AL","Tallapoosa",32.86698258,-85.79833053,0.0317338419996532,0.0213293036391111,0.00525181460103552,0.00304704337701586,0.0410236083929943,0.0575470062179503,23.6678474991949,24.7528922139371,27.6587311417742,33.8172269427998,35.2589986870464,36.4307478881264,17.34089726757,59.454504917383,29.7272524586915,4.95454207644858,7.43181311467288,19.8181683057943,22.2954393440186,1123,"Alabama",40756,19616,21140,2.4,68.9,27.2,0.4,0.4,0,31773,42181,2590,22430,862,21.2,35.9,28.3,15.1,21,11.7,23.9,85,10.1,0.1,0.9,1,2.9,25.2,15317,81.2,13.8,4.7,0.3,9.2,4.08689194226637,-0.136110583430889
"AL","Tuscaloosa",33.28726072,-87.52556818,0.0186143153972917,0.0129970624059612,0.00417950371378759,0.00347257051419836,0.03098086981443,0.0535072006878269,25.4314441976547,26.7316280958181,30.6149841178859,37.5386305557546,39.191325738578,40.3658856965441,10.0308089130902,32.4807145757207,30.0924267392706,11.4637816149602,6.68720594206014,15.2850421532803,15.2850421532803,1125,"Alabama",204424,98725,105699,3.5,62.4,31.2,0.1,1.5,0,156404,50513,1043,24895,499,17.3,21.4,35.8,17.5,20.9,8.7,17.2,85.6,8.5,0.5,1.5,1,3.1,22.3,90941,77.4,18.5,4,0.1,6.7,3.48372053588981,-0.116323224612079
"AL","Walker",33.80270512,-87.30027177,0.0254561483603848,0.0188441617732718,0.0125627745155146,0.00727318524582421,0.0276286582390076,0.0717243116449678,27.9734261110499,29.1415437414398,33.4109979376899,40.6464004030163,42.746493285685,44.139733316541,15.7428252074117,62.9713008296469,51.9513231844587,14.1685426866705,12.5942601659294,11.0199776451882,28.3370853733411,1127,"Alabama",64927,31709,33218,2.4,89.4,6,0.1,0.5,0,49884,38872,1774,21217,778,21.5,31.4,26.3,17.7,23.4,14.3,18.3,85.8,10.5,0.3,1.1,0.9,1.4,29.2,24280,79.9,14.3,5.7,0.1,10,4.14426584563564,-0.0922240681558616
"AL","Washington",31.4092794,-88.20689944,0.0220507166482911,0.00704397892931521,0.00269508759034667,0.00153129976724245,0.0167217934582874,0.0494303564865858,23.5758912164645,24.7213034423619,31.0486340806076,40.6590714198211,42.2944995712361,43.1275266446159,24.500796275879,36.7511944138185,12.2503981379395,0,0,12.2503981379395,12.2503981379395,1129,"Alabama",16746,8342,8404,0.5,65.1,24.6,7.5,0.9,0,12796,42185,3300,23239,4545,22,34.3,20.6,15.7,21.9,19.3,22.4,83.2,13.5,0,0.2,1.3,1.8,35.2,5710,79,15.6,5.2,0.3,11,3.60688803096809,-0.136426471146641
"AL","Wilcox",31.98773215,-87.30891118,0.0160994890581317,0.0135929817796202,0.00761592596163116,0.00510941868311965,0.0343198688903885,0.0695073749156464,28.0921623445483,29.8467174395064,36.1033452231756,45.0207268871108,47.4983129277933,48.9829364696809,9.64041260965969,48.2020630482985,9.64041260965969,0,0,0,38.5616504386388,1131,"Alabama",10919,5096,5823,0.5,26.9,72.1,0.1,0,0,8218,27012,3249,15774,1135,31.9,41.9,24.4,21,19,7.1,28.6,88.8,7.5,0,1,0.2,2.4,25,2901,76.4,18.9,4.7,0,17.2,3.87747427296163,-0.0851723311751959
"AL","Winston",34.15030532,-87.37325922,0.0323331499428668,0.0219222142282788,0.0139235684963392,0.00258157349020272,0.0230648779042702,0.0868424393753438,13.2675949045664,13.754284988785,15.7856870794363,19.0655550383004,19.9585255406492,20.5637140801557,25.3925261331415,76.1775783994244,25.3925261331415,29.6246138219984,4.23208768885691,16.9283507554277,21.1604384442846,1133,"Alabama",23968,11850,12118,3,94.1,0.5,0.3,0.3,0,18713,35362,2755,20580,1442,18.7,29.2,23.3,15.1,22.1,12.2,27.2,82.6,12.5,0,0.7,1.8,2.3,27.8,8902,75.8,14.5,9.6,0.1,9.4,4.33437903402253,-0.24609665568241
"AZ","Apache",35.39465006,-109.4892383,0.0119910414956807,0.0076787179879533,0.0190159555969786,0.0145506141583318,0.0357644636721521,0.0571174203958991,58.3777317178349,60.462948794636,68.4880437353068,71.0684824794469,74.4571341132611,83.6841153476985,18.0839372904698,29.212514084605,19.4750093897367,33.3857303824057,43.1232350772741,40.3410908787402,15.301793091936,4001,"Arizona",71602,35355,36247,6.1,18.5,0.5,72.8,0.3,0.1,50359,32360,1213,13865,370,35.9,45.3,29.7,25.4,20.6,11.5,12.8,78,8.9,1.2,4.6,1.2,6.2,26.7,18197,52.7,42.7,4.4,0.1,14.1,3.37801452670463,0.2209899823761
"AZ","Cochise",31.87934684,-109.7516088,0.00775877130287002,0.0108162195644923,0.0147551658963485,0.0183843966900144,0.0407633296802783,0.0655802798557837,44.5633010911517,47.3388287987802,51.1507123457378,53.0082114324741,54.9872143072696,56.8590079573069,6.3531392449294,17.4711329235559,13.500420895475,34.9422658471117,61.1489652324455,32.5598386302632,23.0301297628691,4003,"Arizona",126516,64094,62422,35,55.7,3.6,0.9,1.8,0.4,92064,47847,1539,24896,602,18.1,25.9,34.4,24.3,24.1,10.1,7.2,79.1,10.3,0.7,2.8,2.7,4.4,20.5,43404,63.6,29.9,6.1,0.4,7.6,2.86625738068686,0.089748782417542
"AZ","Coconino",35.83883429,-111.7707178,0.0101480386963674,0.0109007778304385,0.0146575036939976,0.0152708466921297,0.0540508517103906,0.0725208397223229,56.2679472525022,58.0863698458279,65.423485460983,67.0439655412752,68.9585714683989,70.8459951490145,6.27282611726003,5.57584543756447,8.36376815634671,16.0305556329979,22.3033817502579,15.3335749533023,10.4547101954334,4005,"Arizona",138639,68264,70375,13.9,54.3,1.2,25.8,1.8,0.1,105097,53523,2500,25722,1041,21,23.2,36.5,22.7,22.5,8.4,9.9,70,11.4,1.5,8.6,3.8,4.8,18.4,65283,71.5,23.5,4.7,0.2,8.3,1.73621952805396,0.197224192888019
"AZ","Gila",33.80190085,-110.8132779,0.0196601132955681,0.0112555074234514,0.0204376319004776,0.024936132400311,0.0506497834055315,0.0648302417712614,44.8739309119183,45.9624569587915,49.2483986819208,50.9681957865897,52.5602576918805,54.2208152837943,25.9172868303158,0,24.0660520567218,31.4709911510978,55.5370432078196,55.5370432078196,25.9172868303158,4007,"Arizona",53145,26284,26861,18.6,62.8,0.4,15.6,0.9,0,41292,41179,1678,22433,944,21.9,36.4,31.6,22.8,21.4,15.3,8.9,78.2,12.8,0.1,2.8,1.1,5,18.7,18216,71,23.1,5.7,0.2,11.7,-2.30258509299405,0.0759850640176551
"AZ","Graham",32.93166885,-109.8882178,0.0220923346293483,0.0138012719829029,0.0214486185853696,0.0200066946468574,0.0357391147616963,0.0596081056724258,43.8473620516518,45.1734171022479,49.7386512861447,52.9237582717512,55.5398202744805,57.0023431264001,2.57486417591472,25.7486417591472,51.4972835182944,33.4732342868914,64.371604397868,18.024049231403,10.2994567036589,4009,"Arizona",37700,20233,17467,32.5,51.2,1.8,12.6,0.7,0.2,26382,48173,2637,17874,895,21.4,28.7,28.3,21.1,23.7,15.7,11.3,76.8,15.1,1.1,2.1,1.7,3.3,20.9,12412,72.7,23.3,3.9,0.2,12.2,3.25225805640755,0.0680946654522185
"AZ","Greenlee",33.21498827,-109.2405279,0.0190566435038955,0.0206359233522847,0.0260054748368078,0.0162139397767951,0.0367445778058539,0.0575910718045904,31.0802274162982,31.7119393556538,33.8281743524953,36.5971783533375,38.4291429774689,39.4293535481154,21.0570646451885,31.5855969677827,10.5285323225942,63.1711939355654,52.6426616129712,31.5855969677827,10.5285323225942,4011,"Arizona",9368,4997,4371,46.4,47.6,2,3.6,0.4,0,6499,56298,8257,24935,2053,11.5,15.7,24,16.4,14,28.5,17.1,85.8,9.6,0,1.7,0.8,2.1,17.8,3675,82.8,13,4,0.2,7.6,3.45586222330441,-0.0665201120137218
"AZ","La Paz",33.72854224,-113.9810029,0.00900132651127533,0.0128387341292401,0.00985408375971197,0.0109910934242941,0.0294201250710631,0.0536763312488156,36.1995451961342,37.1707409512981,39.065757058935,40.6954709115027,42.7989387909797,44.6039416335039,14.2126208072769,37.9003221527383,47.3754026909229,14.2126208072769,28.4252416145537,37.9003221527383,75.8006443054766,4012,"Arizona",20477,10530,9947,26.3,58.7,0.8,11.1,0.8,0.2,15702,36479,4789,21707,1480,19.7,38.1,26.4,26.8,18.4,18.2,10.1,70.5,9.3,0.6,8.2,3.2,8.3,12.9,6474,67.7,25.6,6.7,0,9.5,3.63759463739409,-0.0119320960572791
"AZ","Maricopa",33.34835867,-112.4918154,0.0140031667088032,0.0106480694981556,0.0113298348825772,0.0144581971697596,0.0459362279602284,0.0575712743572834,40.6926540114246,42.5290062411184,45.9639400064297,48.1847160596547,50.4164387055465,51.8560605553913,7.20111900484548,15.0264836200181,17.3228156865788,12.3065563178783,19.9089760722199,23.6321552480997,19.8420926139705,4013,"Arizona",4155501,2055464,2100037,30.6,56.3,5.1,1.5,3.9,0.2,2778337,58580,350,30186,163,15.7,22.5,37.4,18.1,26.7,8.4,9.5,76.4,10.9,2.2,1.5,2.5,6.4,25.8,1929015,82.8,11.1,5.9,0.1,6,2.71644708968605,0.0416505568409243
"AZ","Mohave",35.70471703,-113.7577902,0.0143839457821388,0.0122536890673529,0.0109434869286128,0.0127626884593814,0.0373737516554263,0.063672053576899,29.6859756528624,31.1342674414769,33.5199664437438,35.4009077155824,36.939688285002,38.2183136096069,24.9786738680655,41.0027288022962,26.8638568015044,27.3351525348641,62.2110368034838,48.5434605360518,40.0601373355767,4015,"Arizona",204691,103175,101516,15.9,78,1,2.1,1.2,0.1,160544,41567,796,23527,630,18.6,27.2,24.3,25.4,26.8,10.9,12.7,79.9,12.6,0.9,1.5,2.1,3.1,20.4,69774,78.6,14.1,7.1,0.2,10.1,3.71607451351464,-0.0722968311554915
"AZ","Navajo",35.3997715,-110.3218983,0.0122786772925607,0.0116295842198262,0.0232321228949551,0.0255850852836176,0.0579135263784213,0.0690472756121308,47.7930835527028,50.2037431033861,58.2786412318344,60.5089971512026,62.8700732032743,65.8243482023728,10.8182178789081,24.3409902275432,27.9470628538459,43.2728715156323,62.2047528037215,58.5986801774188,35.1592081064513,4017,"Arizona",107902,54037,53865,11.2,41.6,0.7,43.2,0.6,0.1,76593,38798,1774,17685,626,29.1,38.6,29.3,24.7,22.8,11.7,11.5,73.1,11.9,1.1,4.9,2.4,6.6,21.6,33186,62.1,31.9,5.8,0.2,16.3,3.19626165015787,0.118397925463601
